id,acceptedanswerid,title,body
"2390426","2390442","Convergence of a series depending on a parameter.","<p>I was studying the convergence of a series with a parameter and I want to ask you if my conclusion is correct and if there is a better method to do it.</p>

<p>$$\sum_{n=1}^{\infty}\left(\frac{\pi}{2}-\arcsin\frac{n}{n+4} \right)^{\alpha}$$</p>

<p>I'm asked to say for which $\alpha$ the series is convergent. I tried to do this:</p>

<p>$$\sum_{n=1}^{\infty}\left(\frac{\pi}{2}-\arcsin\frac{n}{n+4} \right)^{\alpha}=
\sum_{n=1}^{\infty}\left(\arccos\frac{n}{n+4} \right)^{\alpha}=\sum_{n=1}^{\infty}\left(\arccos\left(1-\frac{4}{n+4}\right)\right)^{\alpha}$$</p>

<p>Now I tried to see the Taylor Series of $\arccos(1-y)$ as $y\rightarrow 0$, $y=\frac{4}{n+4}$.</p>

<p>By deriving $g(y)=\arccos(1-y)$ I obtain:</p>

<p>$$g'(y)=\frac{1}{\sqrt{1-(1-y)^2}}=(-x^2+2x)^{\frac{1}{2}}=(2x)^{\frac{1}{2}}(1-\frac{x}{2})^{\frac{1}{2}}=\sqrt{2y}+o(\sqrt{2y})$$</p>

<p>So I see that:</p>

<p>$$g(y)=\int\frac{1}{\sqrt{2y}}+o\left(\frac{1}{\sqrt{2x}}\right)dx=\sqrt{2x}+o(\sqrt{2x})$$</p>

<p>From this, I can conclude that my series is:</p>

<p>$$\sum_{n=1}^{\infty}\left(\arccos\left(1-\frac{4}{n+4}\right)\right)^{\alpha} \sim \left(\sqrt{\frac{8}{n+4}}\right)^{\alpha}$$</p>

<p>So, for asymptotic comparison to $\left(\frac{1}{n}\right)^{\frac{\alpha}{2}}$ the series converges if and only if $\alpha &gt; 2$.</p>

<p>Am I right? If yes, may I ask you if there is a better method to do this computation? And, expecially, if there is a better method (if possible without involving integrals) to compute the Taylor series of inverse trigonometric functions!</p>

<p>Thanks in advance.</p>
"
"2390443","2390448","Extracting x and y values from radians","<p>Let's assume I have the formula $x^2+y^2=r^2$; This will produce a circle when put into a graphing calculator. Now, let's assume I am given a value $a$, for radians. How can I extract the value that $x$ and $y$ can be using radians? I know it is possible - I am just not sure how to formulate this.</p>
"
"2390444","2390460","Error in a binomial coefficient sum identity proof","<p>I have been given an identity $\begin{align}
\sum_{i=0}^n i\binom{n}{i}^2 = n\binom{2n-1}{n-1}
\end{align}$.
However when I tried to prove it, I got a different result.
$\begin{align}
\sum_{i=0}^n i\binom{n}{i}^2 = n\sum_{i=0}^n \binom{n-1}{i-1} \binom{n}{i} = 
n\sum_{i=0}^n \binom{n-1}{n-i} \binom{n}{i} = n\binom{2n-1}{n}
\end{align}$</p>

<p>First equation follows from absorption identity, second one from symmetry, and the third one from Vandermonde's identity. Where is my mistake?</p>
"
"2390456","2390473","Matrix with spectral radius greater or equal 1 such that fixed point iteration converges","<p>Let $M \in \mathbb{R}^{n \times n}$. In a lecture on numerical linear algebra we had a theorem which states that the iteration $\phi(x) = Mx+b$ converges for all $b \in \mathbb{C}^n$ and initial values $x_0 \in \mathbb{C}^n$ if and only if $\rho(M) &lt; 1$ where $\rho$ is the spectral radius. So the question ""When does $x_{k+1} = Mx_k + b$ converge for all $b \in \mathbb{C}^n$ and $x_0 \in \mathbb{C}^n$?"" has the answer ""if and only if $\rho(M) &lt; 1$"". </p>

<p>My question is now </p>

<blockquote>
  <p>""When does $x_{k+1} = Mx_k + b$ converge for all $b \in \mathbb{R}^n$ and $x_0 \in \mathbb{R}^n$?"" </p>
</blockquote>

<p>Of course it is still sufficient that $\rho(M)&lt;1$ but is it also <strong>necessary</strong>? If yes, I would appreciate a hint on how to prove this.</p>

<p>EDIT: Proof of theorem mentioned above: </p>

<blockquote>
  <p>Let $\rho(M) &lt; 1$. Then there is some matrix norm $||\cdot ||$ such that $||M|| &lt; 1$. Apply Banach fixed point theorem on $\phi$. Now, suppose that $\rho(M) \geq 1$. Then pick an eigenvalue $\lambda$ such that $|\lambda|\geq 1$ and let $v$ be some eigenvector to $\lambda$ (it may be complex). Then pick $b = x_0 = v$. It is easy to see, that this fixed point iteration does not converge.   </p>
</blockquote>
"
"2390464","2390478","How to find if view of sun will be obstructed?","<p>I know the following:</p>

<ul>
<li>My elevation ($4,000$ ft.)</li>
<li>The mountain's elevation ($7,200$ ft.)</li>
<li>The distance from me to the mountain ($2$ miles)</li>
<li>The solar elevation ($38$)</li>
</ul>

<p>How can I tell if the sun will be behind the mountain?</p>
"
"2390471","2390474","Number of ways to arrange 5 monkeys in a row?","<p>We have 5 monkeys $a,b,c,d,e$ and we are interested in the number of ways to have them stand in a row without $a$ and $b$ being next to each other.</p>

<p>The part that I struggle with most is that I don't fully understand how to solve this when the 5 are different. It's not the same as for example coloring 5 segments either blue or red without any two neighboring segments being red.</p>

<p>This is how I tried to solve this but I'm certain that there's something wrong. I would really appreciate it if you could also critique my approach.</p>

<p>Idea:</p>

<p>Let $f_{k}$ be the number of ways we can have the $5$ monkeys in a row without $a$ and $b$ being next to each other. We try to do this recursively:</p>

<p>case 1 : the last monkey is not $a$ or $b$: then we have $f_{k-1}$ possibilities for the rest of the k-1 monkeys.</p>

<p>case 2 : the last monkey is either $a$ or $b$: Here the second to last has to be one of $\{c,d,e\}$. So we have $3$ possibilities for the second to last spot and $2$ possibilities for the last. A total of $2*3 = 6$ and $f_{k-2}$ for the remaining spots.</p>

<p>The recursive equation I get is: $f_{k} = 6 + f_{k-1} + f_{k-2}$ </p>

<p>$f_{1} = 5$</p>

<p>$f_{2} = 10$</p>

<p>$f_{3} = 21$</p>

<p>$f_{4} = 37$</p>

<p>$f_{5} = 64$</p>

<p>I'm not sure about my solution.</p>

<p>Thanks in advance</p>
"
"2390487","2390494","Find the limit of $\sqrt[n]{n^2+2n+3}$ using L'Hôpitals rule.","<p>Using the squeeze theorem $\lim\limits_{n \rightarrow \infty} (\sqrt[n]{n^2+2n+3}) = 1$:</p>

<p>$\sqrt[n]{3} \le \sqrt[n]{n^2+2n+3} \le \sqrt[n]{n}^2 \cdot \sqrt[n]{n} \cdot \sqrt[n]{2} \cdot \sqrt[n]{3}$</p>

<p>Now I'd like to see whether I could also use L'Hôpital here, but I can't figure how that'd work.</p>

<p>I've found one similar question with an answer that I don't understand (first one), that may help: <a href=""https://math.stackexchange.com/questions/971788/limit-of-n-th-root-of-polynomial"">limit of n-th root of polynomial</a></p>
"
"2390495","2390571","Maximizing linear functional. When is the maximum unique","<p>Let $F$ be a linear functional over some convex, compact, and closed set $S$ subset of a vector space $X$. </p>

<p>Suppose we want to solve: 
\begin{align}
\max_{x \in S} F(x)
\end{align}</p>

<p>I know that the maximum occurs at one of the extreme points of set $S$. </p>

<p><strong>My question:</strong> </p>

<ol>
<li>Under what condition can we claim that the maximum is unique?</li>
<li>Is it true that the maximum is unique if and only if $F(x)$ is non-constant? </li>
<li>Are extreme points the only maximizers (if it is not constant)? </li>
</ol>
"
"2390502","2390518","Expected distance between two permutations?","<p>Consider the integer vector ${\bf w}=[1,2,3,\dots,n]$ and permutations of such vector. If we define the function $$d({\bf u},{\bf v})=\sum_{i=1}^n |u_i - v_i|, $$
where $\bf u$ and $\bf v$ are any generic permutation of $\bf w$, then it is straightforward that $d\leq N(N-1)$, where the upper bound is reached, for instance, for ${\bf u}={\bf w}$ and ${\bf v}=[N,N-1,\dots,1]$.
The question is, then, what is the <em>expected</em> value of $d$? What would I get (typically) for $d({\bf u},{\bf v})$?</p>

<p>Thanks! </p>
"
"2390506","2390526","$n + x\mod y = 0.$ Given $n$ and $y,$ how do I find $x?$","<p>I'm trying to find the difference between a time in milliseconds, and the top of the next minute. </p>

<p>Given an epoch time of $1502471765429$ I'd want to find out how long it is until $1502471820000$.</p>

<p>Here's what I've been using thus far:</p>

<p>$X \ \text{mod} \ Y \equiv R$<br>
$(X + (Y \ \text{mod} \ R)) \ \text{mod} \ Y \equiv 0$  </p>

<p>So:<br>
$9 \ \text{mod} \ 10 \equiv 9$<br>
$ 10 \ \text{mod} \ 9 \equiv 1$<br>
$9 + 1 = 10$
$10 \ \text{mod} \ 10 \equiv 0$</p>

<p>But when I try it with real timestamps, it doesn't add up:</p>

<p>$1502471765429 \ \text{mod} \ 60000 \equiv 5429$<br>
$60000 \ \text{mod} \ 5429 \equiv 281$<br>
$1502471765429 + 281 = 1502471765710$<br>
$1502471765710 \ \text{mod} \ 60000 \equiv 5710$</p>

<p>I was expecting a result of $54571$. What am I doing wrong here? </p>
"
"2390511","2390514","Find the derivative of $y=x^{\sin x}$","<p>Could someone please explain step 3 for the following: Why do they multiply $1/y$ with $y'$? I understand that the derivative of $\ln y$ is $1/y$, but I don't understand why it is multiplied with $y'$ in step 3. </p>

<p>Find the derivative for    $y=x^{\sin x}$</p>

<p>Step 1: $\ln y=\ln x^{\sin x}$</p>

<p>Step 2: $\ln y=\sin x\ln x$</p>

<p>Step 3: $\frac{y'}y=\cos x\ln x+\frac{\sin x}x$</p>

<p>Step 4: $y'=y\left[\cos x\ln x+\frac{\sin x}x\right]=x^{\sin x} \left[\cos x\ln x+\frac{\sin x}x\right]$</p>
"
"2390532","2390539","Why is every solution to the time-dependent Schrodinger eqn. of the form $\phi(x)T(t)$ or linear combination of functions of the form $\phi(x)T(t)$?","<p>$$i\hbar \frac{\partial}{\partial t}\psi(x,t)=-\frac{\hbar^2}{2m}\frac{\partial^2}{\partial x^2}\partial(x,t)+U(x)\psi(x,t)$$</p>

<p>Why is every solution of the above equation either of the form $\phi(x)T(t)$ or a linear combination of functions of the form $\phi(x)T(t)$ i.e. $c_1\phi_1(x)T_1(t)+c_2\phi_2(x)T_2(t)+...$ ?</p>

<p>[This was actually claimed in ""Introduction to Quantum Mechanics by David J. Griffiths"",Chapter 2]</p>
"
"2390538","2390745","If every closed ball in a metric space $X$ is compact, show that $X$ is separable.","<p>The problem says:</p>

<p>If every closed ball in a metric space $X$ is compact, show that $X$ is
separable.</p>

<p>I'm trying to use an equivalence in metric spaces that tells us: let X be the matric space, the following are equivalent</p>

<p>X is 2nd countable</p>

<p>X is Lindeloff</p>

<p>X is separable</p>

<p>I also thought about taking balls of a ""big""  radius and that they are disjoint, but I do not see how to make the set of balls is countable.</p>
"
"2390543","2390560","Suppose that $F(x):=\int_{-\infty}^x f(t)dt$ is finite for all $x$. Prove that $F$ is continuous.","<p>Let $f$ be a nonnegative, measurable function on $\mathbb{R}$, and suppose that $F(x):=\int_{-\infty}^x f(t)dt$ is finite for all $x$. Prove that $F$ is continuous.</p>

<p><strong>Observation:</strong> Since $f$ is nonnegative, $F(x)$ is non-decreasing. Suppose that $F(x)$ is finite for all $x$, then $F(x)$ is uniformly bounded. Since $F(x)$ is non-decreasing and bounded, $F(x)$ converges to a limit as $x\rightarrow\infty$. <strong>(Not sure if this is useful...)</strong></p>

<p>In order to show that $F$ is continuous, consider the definition of continuity by sequences. Thus, as $\{x_n\}\rightarrow x$, we need to show that $F(x_n)=F(x)$ as $n\rightarrow\infty$, i.e. $\lim_{n\rightarrow\infty}\int_{-\infty}^{x_n} f(t)dt=\int_{-\infty}^xf(t)dt.$</p>

<p>Since $f$ is nonnegative and measurable, consider Monotone Convergence Theorem. <strong>Here, I'm a little confused: In M.C.T., it's given a sequence of measurable functions that are increasing, nonnegative. What's the ""sequence of functions"" here?</strong></p>

<p>I'm not sure how to move forward...</p>
"
"2390545","2390556","On a determinant identity","<blockquote>
  <p>Show that</p>
  
  <p>$$\det \begin{bmatrix} -x &amp; 1 &amp; \dots &amp; 1 \\ 1 &amp; -x &amp; \dots &amp; 1 \\ \vdots &amp; \vdots &amp; \ddots &amp; \vdots \\ 1 &amp; 1 &amp; \dots &amp; -x \end{bmatrix}  = (-1)^n(1+x-n)(1+x)^{n-1}$$</p>
  
  <p>for all $n \in \mathbb{N}$.</p>
</blockquote>

<p>I tried using induction but I didn't manage (using row/column swaps). Does anyone have any idea?</p>
"
"2390553","2390568","Can every stochastic $(\psi_n)$ process be mimicked by a measure preserving dyamics $f$ and a observable $\psi$, giving $\psi_n = \psi \circ f^n$?","<p>Let $(X, \mathcal{A}, \mu)$ be a measure space and $(\psi_n)_{n \ge 0}$ a sequence of $\bar{\mathbb{R}}$ valued measurable functions on $X$. Is it always possible to equip the measure space with a measurable and measure-preserving dynamical system $f: X \rightarrow X$ and measurable observable $\psi: X \rightarrow \bar{\mathbb{R}}$ such that $\psi_n = \psi \circ f^n, $\mu$-a.e., \forall n \ge 0$?
Thanks :)</p>
"
"2390555","2390624","Poisson equation solution - regularity of the solution","<p>The theorem states that if $f \in C^{2}_{0}(\mathbb R^{n})$, then function
$u(x) = \int_{\mathbb R^{n}} \phi(x-y)f(y)dy$ is the solution of
$-\Delta u(x)=f(x)$ and $u \in C^{2}(\mathbb R^{n})$. ($\phi$ is the fundamental Laplace equation solution)</p>

<p>I have a problem with the latter statement, I don't quite understand the proof. I know I can differentiate twice under the integral sign, but don't understand the proof of continuity of the second derivative.</p>

<p>We have $u_{x_{i}x_{j}}(x) = \int_{\mathbb R^{n}} \phi(y)f_{x_{i}x_{j}}(x-y)dy$ for $i,j=1,2,...,n$. Now I want to prove the continuity of this partial derivative. It is done through Lebesgue dominated convergence theorem. I would do something like this:</p>

<p>Let $x_{0} \in \mathbb R^{n}$ and $\{x_{n}\}_{n=1}^{\infty}$ be any sequence convergent to $x_{0}$. Now we have:</p>

<p>$\lim_{n\to \infty} u_{x_{i}x_{j}}(x_{n}) = \lim_{n\to \infty} \int_{\mathbb R^n} \phi(y)f_{x_{i}x_{j}}(x_n -y)dy$</p>

<p>Now how to explain the interchange of integral sign and the limit using dominated convergence theorem? How to define a proper sequence of functions? I know that after this step it will be pretty easy to finish the proof because the support of $f$ is a compact set and $\phi$ is locally integrable, so the integral is bounded. Some definitons come to my mind as $g_n(x) := \phi(y)f(x_n -y)$ but it doesn't make sense to me as $g_n$ doesn't depend on $x$ and now I have a problem with $\phi$ as it is unbounded on any set containing $0$.</p>

<p>EDIT: I wonder if it could be done another way. I know that $f$ is bounded for any $y\in supp f$. Thus:</p>

<p>$|u_{x_{i}x_{j}}(x_n) - u_{x_{i}x_{j}}(x_0)| \le \sup_{y\in suppf}|f_{x_{i}x_{j}}(x_n -y) - f_{x_{i}x_{j}}(x_0 -y)|\int_{V} \phi(y)dy$,
where $V$ is some compact set. </p>

<p>Now taking the limit $n\to \infty$ we get the continuity of $u_{x_{i}x_{j}}$ as the supremum converges to $0$ and $\phi$ is locally integrable. Is it OK?</p>
"
"2390565","2391268","Evaluation of sample space (Bayes' Theorem)","<p>This question is solved one - but I am trying to find flaw in my understanding of the situation. The question is as follows: </p>

<blockquote>
  <p>The blue M&amp;M was introduced in 1995.  Before then, the color mix in a
  bag of plain M&amp;Ms was (30% Brown, 20% Yellow, 20% Red, 10% Green, 10%
  Orange, 10% Tan).  Afterward it was (24% Blue , 20% Green, 16% Orange,
  14% Yellow, 13% Red, 13% Brown).  </p>
  
  <p>A friend of mine has two bags of
  M&amp;Ms, and he tells me that one is from 1994 and one from 1996.  He
  won't tell me which is which, but he gives me one M&amp;M from each bag. 
  One is yellow and one is green.  What is the probability that the
  yellow M&amp;M came from the 1994 bag?</p>
</blockquote>

<p>==================================================================</p>

<p>I am trying to find the sample space first, and it seems there is flaw in my understanding of the problem. Need help in understanding that flaw and if possible please let me know how you would solve it (with or without Bayes' Theorem). I am a beginner (not a student though) and want to understand different aspects from which this problem can be viewed. 2-3 approaches should suffice. I know that this will call extra pain - I want to thank you in advance.</p>

<p>Let B1 (1994) and B2 (1996) are two bags.
The sample space should comprise of following events - </p>

<ol>
<li>B1 x B2 = 36 events - That is an ordered pair containing first M&amp;M from B1 and the other from B2.</li>
<li>B2 x Tan (from B1) = 6 events</li>
<li>B1 x Blue (from B2) = 6 events</li>
</ol>

<p>So in total we have 48 possible events. (Please confirm)</p>

<p>However since the weight of each event varies because of difference in frequency of each colour the probability of each of these 48 events is not equally likely. Sum of the probability of all these events should be unity though. </p>

<p>P(Y/B1) . P(G/B2) = .04</p>

<p>What should I do from here on ?</p>
"
"2390572","2390583","How to get a equation from relation of three functions in physics.","<p>Let $\rho = K* \frac{P}{T} $ where K is s real constant number. So $\rho$ is related to $\frac{P}{T}$. Someone said that we can conclude from this:</p>

<p>$\frac{\Delta\rho}{\rho} = \frac{\Delta P}{P} - \frac{\Delta T}{T}$ Equation (I)</p>

<p>Delta is the common delta we use in physics or math. $f(x2) - f(x1) = \Delta f(x)$</p>

<p>My problem is how can we conclude Equation (I)? Is it true?</p>
"
"2390580","2390616","What is the maximum n-gon such that there can't be an interior point further from all boundary points than the boundary points are from each other?","<p>Given a polygon with <code>n</code> vertices, how small can <code>n</code> be before it is impossible to have an interior point <code>p</code> such that the distance from any vertex <code>b</code> to <code>p</code> is greater than the distance from <code>b</code> to its nearest adjacent vertex, <code>b'</code>?</p>

<p>For example, for any triangle, it seems that an interior point will be closer to at least one vertex than that vertex is to its nearest neighbor.</p>

<p>From my own inspection, it seems like the answer might be 6 - a regular hexagon is the first shape for which a point at the center is the same distance from each vertex as the vertices are from their nearest neighbors.</p>

<p>However, I can't figure out how to formulate a rule, or apply the intuition from the regular hexagon to irregular shapes.</p>

<p>For my use case, it would be useful to know ""below <code>n</code> vertices, there is no way to have such an interior point.""</p>
"
